NIC;CLIENTE;DOMICILIO_SUMINISTRO;LOCALIDAD;DEPARTAMENTO;COD_POSTAL;REF_DIRECCION;NRO_FACTURA;F_VCTO_FAC;F_LECT_ANT;F_LECT_ACT;PERIODO;TARIFA;IMPORTE_NETO;IMPORTE_IVA;IMPORTE_TOTAL;COBRADO;CSMO_FACT;CSMO_FACT_PUNTA;CSMO_FACT_VALLE;CSMO_FACT_LLANO;POT_CONTRATADA;POT_DEMANDADA;POT_FACT_PUNTA;POT_FACT_VALLE;POT_FACT_LLANO;COS_FI;BAJO_FACTOR_POTENCIA;EXCESO_POTENCIA
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;935845;14/02/2020;01/01/2020;01/02/2020; 022020;T2 B MT/BT;419564,27;113282,35;569833,00;Si;0;15960;15180;47040;240;238;238;200;277;0,97;0,00;25465,18
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;965100;16/04/2020;01/03/2020;01/04/2020; 042020;T2 B MT/BT;907019,95;244895,39;1222978,00;Si;0;36630;41250;94140;299;376;376;331;345;0,96;0,00;52995,10
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;993112;16/06/2020;01/05/2020;01/06/2020; 062020;T2 B MT/BT;470237,14;126964,03;645186,00;Si;0;19350;21120;52950;220;232;232;194;269;0,99;0,00;52995,10
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1007217;14/07/2020;01/06/2020;01/07/2020; 072020;T2 B MT/BT;374327,17;101068,34;510565,00;Si;0;11760;12180;36990;220;197;197;152;230;0,99;0,00;39230,14
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1021402;14/08/2020;01/07/2020;01/08/2020; 082020;T2 B MT/BT;365561,46;98701,60;497597,00;Si;0;11220;12780;39750;220;158;158;121;263;0,99;0,00;33724,15
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1050691;15/10/2020;01/09/2020;01/10/2020; 102020;T2 B MT/BT;336557,21;90870,45;458821,00;Si;0;11370;12360;34650;200;152;152;132;200;0,99;0,00;29594,66
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1063094;13/11/2020;01/10/2020;01/11/2020; 112020;T2 B MT/BT;304802,76;82296,75;416698,00;Si;0;11100;12780;34740;200;144;144;128;200;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1076960;14/12/2020;01/11/2020;01/12/2020; 122020;T2 B MT/BT;368491,97;99492,83;502016,00;Si;0;14370;15630;40980;240;183;183;156;219;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1090727;15/01/2021;01/12/2020;01/01/2021; 012021;T2 B MT/BT;405027,14;109357,33;552435,00;Si;0;16380;18570;47160;240;200;200;174;250;0,99;0,00;6882,48
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1107310;18/02/2021;01/01/2021;01/02/2021; 022021;T2 B MT/BT;538866,63;145493,99;746593,00;Si;0;15150;17130;44040;240;191;191;239;267;0,99;0,00;31975,39
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1120932;18/03/2021;01/02/2021;01/03/2021; 032021;T2 B MT/BT;1034318,86;279266,09;1415856,00;Si;0;30570;33300;78390;299;365;365;369;377;0,93;0,00;99813,71
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1140602;26/04/2021;01/03/2021;01/04/2021; 042021;T2 B MT/BT;1221924,38;329919,58;1678432,00;Si;0;39840;48780;106530;299;344;344;355;384;0,92;0,00;108771,36
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1154871;27/05/2021;01/04/2021;01/05/2021; 052021;T2 B MT/BT;1522849,11;411169,26;2090793,00;Si;0;31170;37410;83970;299;313;313;332;322;0,97;0,00;108771,36
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1162191;14/06/2021;01/05/2021;01/06/2021; 062021;T2 B MT/BT;670302,15;180981,58;967439,00;Si;0;19170;21180;53370;220;224;224;201;263;0,99;0,00;108771,36
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1176752;15/07/2021;01/06/2021;01/07/2021; 072021;T2 B MT/BT;564773,35;152488,80;805137,00;Si;0;14370;15180;46350;220;185;185;159;225;0,99;0,00;55025,51
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1213642;16/09/2021;01/08/2021;01/09/2021; 092021;T2 B MT/BT;443368,90;119709,60;644409,00;Si;0;10860;12420;36000;200;141;141;123;181;0,99;0,00;6398,32
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1229112;15/10/2021;01/09/2021;01/10/2021; 102021;T2 B MT/BT;469015,48;126634,18;679824,00;Si;0;11160;13140;38250;200;141;141;121;198;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1244720;15/11/2021;01/10/2021;01/11/2021; 112021;T2 B MT/BT;535407,00;144559,89;774330,00;Si;0;13110;15900;40020;200;169;169;147;198;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1277113;17/01/2022;01/12/2021;01/01/2022; 012022;T2 B MT/BT;604533,97;163224,17;866240,00;Si;0;12900;15510;41040;240;169;169;155;215;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1417027;15/09/2022;01/08/2022;01/09/2022; 092022;T2 B MT/BT;901432,11;243386,67;1307791,00;Si;0;10950;13050;41400;200;168;168;140;229;0,99;0,00;63862,03
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1433422;14/10/2022;01/09/2022;01/10/2022; 102022;T2 B MT/BT;888160,14;239803,24;1264000,00;Si;0;8670;10290;30840;200;105;105;97;160;0,99;0,00;63862,03
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1449362;14/11/2022;01/10/2022;01/11/2022; 112022;T2 B MT/BT;944493,48;255013,24;1347450,00;Si;0;11010;12270;34050;200;149;149;137;200;0,99;0,00;63862,03
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1347435;16/05/2022;01/04/2022;01/05/2022; 052022;T2 B MT/BT;1287141,05;347528,08;1859682,00;Si;0;27150;35310;72090;299;289;289;285;295;0,98;0,00;154677,44
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1380132;14/07/2022;01/06/2022;01/07/2022; 072022;T2 B MT/BT;957758,03;258594,67;1385168,00;Si;0;11910;11940;41190;220;167;167;133;226;0,98;0,00;110106,95
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1485048;13/01/2023;01/11/2022;01/12/2022; 122022;T2 B MT/BT;619075,70;167150,44;859582,00;Si;0;0;0;0;240;0;0;0;0;0,00;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1505882;16/02/2023;01/01/2023;01/02/2023; 022023;T2 B MT/BT;1623547,80;438357,91;2268085,00;Si;0;17759;20732;54352;240;204;204;190;263;0,99;0,00;65917,29
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1521810;16/03/2023;01/02/2023;01/03/2023; 032023;T2 B MT/BT;2255910,50;609095,84;3145643,00;Si;0;21947;26186;64017;299;208;208;258;294;0,98;0,00;65917,29
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1540022;14/04/2023;01/03/2023;01/04/2023; 042023;T2 B MT/BT;3622826,95;978163,28;4963975,00;Si;0;32681;39095;89499;299;278;278;282;302;0,99;0,00;65917,29
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1667713;16/11/2023;01/10/2023;01/11/2023; 112023;T2 B MT/BT;2174128,49;587014,69;3044088,00;Si;0;13371;15656;38404;200;181;181;165;219;0,99;0,00;93698,71
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1684770;15/12/2023;01/11/2023;01/12/2023; 122023;T2 B MT/BT;3434173,12;927226,74;4735866,00;Si;0;10761;12437;33382;240;165;165;155;191;0,99;0,00;207837,36
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1709744;25/01/2024;01/12/2023;01/01/2024; 012024;T2 B MT/BT;3239991,38;874797,67;4486815,00;Si;0;8715;9680;30129;240;152;152;112;217;0,99;0,00;164537,91
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1736115;14/03/2024;01/01/2024;01/02/2024; 022024;T2 B MT/BT;4084052,50;1102694,18;5651193,00;Si;0;17770;18606;52562;240;237;237;209;269;0,99;0,00;251136,81
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1556711;15/05/2023;01/04/2023;01/05/2023; 052023;T2 B MT/BT;1938734,97;523458,44;2733485,00;Si;0;16153;18916;46135;299;198;198;192;233;0,99;0,00;9324,61
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1577503;15/06/2023;01/05/2023;01/06/2023; 062023;T2 B MT/BT;1818519,11;491000,16;2561126,00;Si;0;11042;12131;34300;220;140;140;112;200;0,99;0,00;11712,34
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1595704;17/07/2023;01/06/2023;01/07/2023; 072023;T2 B MT/BT;1828689,59;493746,19;2575128,00;Si;0;10397;11658;36671;220;155;155;128;218;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1611907;14/08/2023;01/07/2023;01/08/2023; 082023;T2 B MT/BT;1959724,03;529125,49;2758701,00;Si;0;11079;13077;41503;220;153;153;157;226;0,99;0,00;23424,68
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1630622;15/09/2023;01/08/2023;01/09/2023; 092023;T2 B MT/BT;2032326,91;548728,27;2842756,00;Si;0;11159;12793;40199;200;137;137;149;193;0,99;0,00;23424,68
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1815734;15/07/2024;01/06/2024;01/07/2024; 072024;T2 B MT/BT;9582481,03;2587269,88;13427399,00;Si;0;7728;8453;29025;220;131;131;98;197;0,99;0,00;250124,06
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1963871;17/03/2025;01/02/2025;01/03/2025; 032025;T2 B MT/BT;25499417,72;6884842,78;35298924,00;Si;0;27575;31058;73001;299;304;304;303;331;0,99;0,00;1314209,82
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;2025705;17/06/2025;01/05/2025;01/06/2025; 062025;T2 B MT/BT;12828125,09;3463593,77;18071332,00;Si;0;9782;10644;28682;220;133;133;110;159;0,99;0,00;411759,92
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;2122076;17/11/2025;01/10/2025;01/11/2025; 112025;T2 B MT/BT;11420779,00;3083610,33;15963903,00;Si;0;7355;7242;21150;200;110;110;75;133;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;2181142;18/02/2026;01/01/2026;01/02/2026; 022026;T2 B MT/BT;13401999,34;3618539,82;18744727,00;Si;0;4319;5005;17513;240;67;67;64;100;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;2063030;18/08/2025;01/07/2025;01/08/2025; 082025;T2 B MT/BT;12910419,06;3485813,15;18062440,00;Si;0;7316;8171;28669;220;128;128;84;173;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;2103550;16/10/2025;01/09/2025;01/10/2025; 102025;T2 B MT/BT;11599666,35;3131909,91;16220177,00;Si;0;7489;7391;22984;200;107;107;76;136;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;2158702;15/01/2026;01/12/2025;01/01/2026; 012026;T2 B MT/BT;13587764,24;3668696,34;18875116,00;Si;0;4386;4399;17465;240;90;90;46;120;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;2200372;16/03/2026;01/02/2026;01/03/2026; 032026;T2 B MT/BT;18268942,92;4932614,59;25487054,00;Si;0;7726;9175;22576;299;99;99;103;112;0,97;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;2141183;15/12/2025;01/11/2025;01/12/2025; 122025;T2 B MT/BT;14086800,73;3803436,20;19563143,00;Si;0;5909;5914;18567;240;116;116;71;122;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;927640;27/01/2020;01/12/2019;01/01/2020; 012020;T2 B MT/BT;323681,69;87394,06;439844,00;Si;0;10680;9900;32760;240;170;170;124;173;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;949507;13/03/2020;01/02/2020;01/03/2020; 032020;T2 B MT/BT;807068,43;217908,48;1083730,00;Si;0;31860;36390;85110;299;313;313;308;337;0,95;0,00;26153,42
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;986492;29/05/2020;01/04/2020;01/05/2020; 052020;T2 B MT/BT;774616,59;209146,48;1047718,00;Si;0;30060;31830;72420;299;356;356;317;325;0,97;0,00;52995,10
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1036335;14/09/2020;01/08/2020;01/09/2020; 092020;T2 B MT/BT;319471,16;86257,21;436357,00;Si;0;9330;11160;32370;200;130;130.8;114.3;184.2;0,99;0,00;29594,66
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1193698;13/08/2021;01/07/2021;01/08/2021; 082021;T2 B MT/BT;523734,59;141408,34;743090,00;Si;0;10680;12450;39030;220;137;137;113;195;0,99;0,00;55025,51
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1260094;13/12/2021;01/11/2021;01/12/2021; 122021;T2 B MT/BT;612740,75;165440,00;877796,00;Si;0;13860;15870;42930;240;174;174;172;224;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1294602;14/02/2022;01/01/2022;01/02/2022; 022022;T2 B MT/BT;657849,28;177619,31;940668,00;Si;0;14040;15870;43500;240;171;171;167;209;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1310118;14/03/2022;01/02/2022;01/03/2022; 032022;T2 B MT/BT;1768982,29;477625,22;2424588,00;Si;0;23250;24840;61860;299;313;313;289;359;0,99;0,00;114575,88
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1329918;18/04/2022;01/03/2022;01/04/2022; 042022;T2 B MT/BT;2303344,66;621903,06;3169291,00;Si;0;33030;38970;89640;299;358;358;356;380;0,98;0,00;154677,44
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1398814;16/08/2022;01/07/2022;01/08/2022; 082022;T2 B MT/BT;947146,88;255729,66;1367626,00;Si;0;10860;11610;41010;220;148;148;122;242;0,98;0,00;110106,95
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1365928;16/06/2022;01/05/2022;01/06/2022; 062022;T2 B MT/BT;1036493,44;279853,23;1540841,00;Si;0;20370;21270;58620;220;232;232;179;270;0,98;0,00;164614,40
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1505883;16/02/2023;01/12/2022;01/01/2023; 012023;T2 B MT/BT;757012,77;204393,45;1047215,00;Si;0;824;572;2021;240;104;104;104;166;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1649040;17/10/2023;01/09/2023;01/10/2023; 102023;T2 B MT/BT;2375336,70;641340,91;3320155,00;Si;0;14583;17271;46637;200;180;180;151;224;0,99;0,00;93698,71
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1872926;14/10/2024;01/09/2024;01/10/2024; 102024;T2 B MT/BT;11459200,77;3093984,21;16026288,00;Si;0;8001;8737;26227;200;137;137;97;163;0,99;0,00;677793,06
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1891087;15/11/2024;01/10/2024;01/11/2024; 112024;T2 B MT/BT;11058075,07;2985680,27;15453728,00;Si;0;5404;6370;19718;200;106;106;85;135;0,99;0,00;722932,66
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1736116;14/03/2024;01/02/2024;01/03/2024; 032024;T2 B MT/BT;13987482,38;3776620,24;19096576,00;Si;0;23663;26489;70393;299;277;277;266;330;0,97;0,00;620649,26
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1764012;25/04/2024;01/03/2024;01/04/2024; 042024;T2 B MT/BT;16275794,38;4394464,48;21942987,00;Si;0;31063;36054;86250;299;345;345;326;347;0,97;0,00;961005,31
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1776161;16/05/2024;01/04/2024;01/05/2024; 052024;T2 B MT/BT;12573048,27;3394723,03;17557078,00;Si;0;18747;21358;50948;299;204;204;207;215;0,98;0,00;961005,31
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1802539;24/06/2024;01/05/2024;01/06/2024; 062024;T2 B MT/BT;10078255,07;2721128,87;14071197,00;Si;0;14123;15220;46124;220;187;187;143;230;0,99;0,00;961005,31
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1835541;15/08/2024;01/07/2024;01/08/2024; 082024;T2 B MT/BT;11003033,15;2970818,95;15405102,00;Si;0;9035;9789;36548;220;134;134;103;201;0,99;0,00;283400,47
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1854682;16/09/2024;01/08/2024;01/09/2024; 092024;T2 B MT/BT;11576147,77;3125559,90;16205167,00;Si;0;9206;9909;36985;200;130;130;103;220;0,99;0,00;622226,56
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1928897;16/01/2025;01/12/2024;01/01/2025; 012025;T2 B MT/BT;14198471,41;3833587,28;19785784,00;Si;0;9826;11205;30861;240;118;118;121;202;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1909850;16/12/2024;01/11/2024;01/12/2024; 122024;T2 B MT/BT;13595654,93;3670826,83;18948687,00;Si;0;8513;9179;26782;240;118;118;108;174;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;2011937;26/05/2025;01/04/2025;01/05/2025; 052025;T2 B MT/BT;20498529,63;5534603,00;28027824,00;Si;0;16240;18410;43514;299;199;199;194;213;0,99;0,00;1314209,82
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1948226;17/02/2025;01/01/2025;01/02/2025; 022025;T2 B MT/BT;15330578,28;4139256,14;21369217,00;Si;0;12770;12836;37271;240;195;195;177;234;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;1983660;14/04/2025;01/03/2025;01/04/2025; 042025;T2 B MT/BT;25532797,60;6893855,35;35471931,00;Si;0;27084;31835;71397;299;282;282;287;310;0,98;0,00;1314209,82
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;2043072;14/07/2025;01/06/2025;01/07/2025; 072025;T2 B MT/BT;12325212,40;3327807,35;17254066,00;Si;0;6857;7266;25283;220;116;116;82;158;0,99;0,00;0,00
1505889;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD081M;FRAY LUIS BELTRAN;MAIPU;5531;;2083472;15/09/2025;01/08/2025;01/09/2025; 092025;T2 B MT/BT;12166326,30;3284908,10;17018695,00;Si;0;8387;8796;26878;200;122;122;110;161;0,99;0,00;0,00
1505890;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD082M;FRAY LUIS BELTRAN;MAIPU;5531;-;949502;13/03/2020;01/02/2020;01/03/2020; 032020;T2 B MT/BT;461112,27;124500,32;624950,00;Si;0;18720;18915;49335;299;245;245;223;271;0,99;0,00;3441,24
1505890;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD082M;FRAY LUIS BELTRAN;MAIPU;5531;-;965093;16/04/2020;01/03/2020;01/04/2020; 042020;T2 B MT/BT;551053,23;148784,37;750148,00;Si;0;25830;29640;66600;299;276;276;258;287;0,97;0,00;3441,24
1505890;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD082M;FRAY LUIS BELTRAN;MAIPU;5531;-;977857;15/05/2020;01/04/2020;01/05/2020; 052020;T2 B MT/BT;445480,27;120279,67;608098,00;Si;0;17355;19335;45735;299;240;240;242;259;0,99;0,00;0,00
1505890;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD082M;FRAY LUIS BELTRAN;MAIPU;5531;-;1007212;14/07/2020;01/06/2020;01/07/2020; 072020;T2 B MT/BT;274295,46;74059,78;373663,00;Si;0;11490;13080;32760;160;131;131;113;140;0,99;0,00;0,00
1505890;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD082M;FRAY LUIS BELTRAN;MAIPU;5531;-;1036330;14/09/2020;01/08/2020;01/09/2020; 092020;T2 B MT/BT;228482,63;61690,31;312259,00;Si;0;7980;8430;25305;160;91;91.95;83.85;137.1;0,99;0,00;0,00
1505890;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD082M;FRAY LUIS BELTRAN;MAIPU;5531;-;1107311;18/02/2021;01/01/2021;01/02/2021; 022021;T2 B MT/BT;521735,91;140868,70;722511,00;Si;0;19005;17805;49350;160;199;199;175;232;1,00;0,00;85267,69
1505890;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD082M;FRAY LUIS BELTRAN;MAIPU;5531;-;1119630;15/03/2021;01/02/2021;01/03/2021; 032021;T2 B MT/BT;880921,13;237848,71;1206486,00;Si;0;22785;24090;53325;299;288;288;299;310;0,98;0,00;92135,74
1505890;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD082M;FRAY LUIS BELTRAN;MAIPU;5531;-;1134190;16/04/2021;01/03/2021;01/04/2021; 042021;T2 B MT/BT;976758,60;263724,82;1005959,00;Si;0;28515;30645;69900;299;331;331;287;322;0,98;0,00;92135,74
1505890;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD082M;FRAY LUIS BELTRAN;MAIPU;5531;-;1154872;27/05/2021;01/04/2021;01/05/2021; 052021;T2 B MT/BT;729319,78;196916,34;1042171,00;Si;0;22095;23955;55545;299;272;272;279;299;0,99;0,00;40949,22
1505890;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD082M;FRAY LUIS BELTRAN;MAIPU;5531;-;1162192;14/06/2021;01/05/2021;01/06/2021; 062021;T2 B MT/BT;442532,35;119483,73;636367,00;Si;0;13815;14955;37050;160;162;162;155;182;0,99;0,00;40949,22
1505890;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD082M;FRAY LUIS BELTRAN;MAIPU;5531;-;1176753;15/07/2021;01/06/2021;01/07/2021; 072021;T2 B MT/BT;393386,69;106214,41;560927,00;Si;0;11205;10815;30990;160;134;134;116;156;0,99;0,00;28152,59
1505890;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7087  GD082M;FRAY LUIS BELTRAN;MAIPU;5531;-;1193699;13/08/2021;01/07/2021;01/08/2021; 082021;T2 B MT/BT;425457,68;114873,57;605924,00;Si;0;11100;11985;36255;160;125;125;107;195;0,99;0,00;44788,21
