NIC;CLIENTE;DOMICILIO_SUMINISTRO;LOCALIDAD;DEPARTAMENTO;COD_POSTAL;REF_DIRECCION;NRO_FACTURA;F_VCTO_FAC;F_LECT_ANT;F_LECT_ACT;PERIODO;TARIFA;IMPORTE_NETO;IMPORTE_IVA;IMPORTE_TOTAL;COBRADO;CSMO_FACT;CSMO_FACT_PUNTA;CSMO_FACT_VALLE;CSMO_FACT_LLANO;POT_CONTRATADA;POT_DEMANDADA;POT_FACT_PUNTA;POT_FACT_VALLE;POT_FACT_LLANO;COS_FI;BAJO_FACTOR_POTENCIA;EXCESO_POTENCIA
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1494259;26/01/2023;01/12/2022;01/01/2023; 012023;T2 RA  BT;25424,90;6864,72;35918,00;Si;0;569;955;0;5;0;14;18;0;0,86;0,00;5257,80
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1511815;24/02/2023;01/01/2023;01/02/2023; 022023;T2 RA  BT;28602,61;7722,70;40092,00;Si;0;695;803;0;5;0;14;13;0;0,85;0,00;5257,80
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1529361;27/03/2023;01/02/2023;01/03/2023; 032023;T2 RA  BT;29742,24;8030,40;41676,00;Si;0;607;830;0;5;0;16;15;0;0,88;0,00;5257,80
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1547933;27/04/2023;01/03/2023;01/04/2023; 042023;T2 RA  BT;30334,82;8190,40;42505,00;Si;0;634;876;0;5;0;15;15;0;0,86;0,00;4381,50
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1566752;29/05/2023;01/04/2023;01/05/2023; 052023;T2 RA  BT;27459,01;7413,93;38749,00;Si;0;476;852;0;5;0;9;9;0;0,88;0,00;4709,98
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1674601;27/11/2023;01/10/2023;01/11/2023; 112023;T2 RA  BT;36851,42;9949,88;51276,00;Si;0;483;697;0;5;0;9;14;0;0,86;0,00;5017,36
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1691605;26/12/2023;01/11/2023;01/12/2023; 122023;T2 RA  BT;92442,44;24959,46;126023,00;Si;0;974;1629;0;5;0;23;23;0;0,82;3050,74;15333,37
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1709752;25/01/2024;01/12/2023;01/01/2024; 012024;T2 RA  BT;100701,62;27189,44;137922,00;Si;0;1073;1632;0;5;0;19;20;0;0,81;5408,13;15333,37
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1727340;26/02/2024;01/01/2024;01/02/2024; 022024;T2 RA  BT;90692,53;24486,98;124593,00;Si;0;933;1528;0;5;0;18;18;0;0,83;2179,10;15333,37
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1745311;25/03/2024;01/02/2024;01/03/2024; 032024;T2 RA  BT;151586,01;40928,22;119852,00;Si;0;494;943;0;5;0;14;19;0;0,85;0,00;35267,98
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1898575;25/11/2024;01/10/2024;01/11/2024; 112024;T2 RA  BT;265693,62;71737,28;371027,00;Si;0;638;978;0;5;0;18;21;0;0,84;1515,70;63286,87
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1584111;26/06/2023;01/05/2023;01/06/2023; 062023;T2 RA  BT;35545,67;9597,33;49805,00;Si;0;517;774;0;5;0;15;12;0;0,88;0,00;5789,27
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1603089;27/07/2023;01/06/2023;01/07/2023; 072023;T2 RA  BT;24793,14;6694,15;35221,00;Si;0;367;371;0;5;0;12;11;0;0,89;0,00;5789,27
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1621570;28/08/2023;01/07/2023;01/08/2023; 082023;T2 RA  BT;18492,54;4992,99;7858,00;Si;0;302;224;0;5;0;11;15;0;0,88;0,00;5017,36
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1639669;28/09/2023;01/08/2023;01/09/2023; 092023;T2 RA  BT;29600,89;7992,24;41332,00;Si;0;385;453;0;5;0;11;10;0;0,87;0,00;5017,36
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1656185;27/10/2023;01/09/2023;01/10/2023; 102023;T2 RA  BT;24128,92;6514,81;34648,00;Si;0;332;601;0;5;0;9;9;0;0,87;0,00;5017,36
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1764020;25/04/2024;01/03/2024;01/04/2024; 042024;T2 RA  BT;168903,37;45603,91;231452,00;Si;0;675;856;0;5;0;15;18;0;0,87;0,00;35267,98
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1784061;27/05/2024;01/04/2024;01/05/2024; 052024;T2 RA  BT;127171,51;34336,31;177271,00;Si;0;436;546;0;5;0;13;11;0;0,88;0,00;35267,98
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1802547;24/06/2024;01/05/2024;01/06/2024; 062024;T2 RA  BT;124762,01;33685,74;173405,00;Si;0;464;495;0;5;0;15;10;0;0,87;0,00;35267,98
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1823714;26/07/2024;01/06/2024;01/07/2024; 072024;T2 RA  BT;80876,11;21836,55;116043,00;Si;0;117;197;0;5;0;9;13;0;0,88;0,00;43952,67
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1843689;26/08/2024;01/07/2024;01/08/2024; 082024;T2 RA  BT;125039,62;33760,70;175106,00;Si;0;270;286;0;5;0;10;9;0;0,88;0,00;49742,48
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1862503;26/09/2024;01/08/2024;01/09/2024; 092024;T2 RA  BT;225427,51;60865,43;311937,00;Si;0;551;956;0;5;0;19;19;0;0,85;0,00;54564,26
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1878666;25/10/2024;01/09/2024;01/10/2024; 102024;T2 RA  BT;441730,62;119267,27;590968,00;Si;0;1258;1746;0;5;0;21;18;0;0,81;15906,80;59377,12
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1936616;27/01/2025;01/12/2024;01/01/2025; 012025;T2 RA  BT;539103,36;145557,91;738671,00;Si;0;1297;2102;0;5;0;20;21;0;0,77;50371,20;60574,86
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1991959;24/04/2025;01/03/2025;01/04/2025; 042025;T2 RA  BT;268330,39;72449,21;234025,00;Si;0;465;877;0;5;0;15;18;0;0,72;32535,36;64777,47
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;2030567;23/06/2025;01/05/2025;01/06/2025; 062025;T2 RA  BT;276450,72;74641,69;279970,00;Si;0;572;945;0;5;0;23;22;0;0,82;6885,18;78977,49
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;2090277;25/09/2025;01/08/2025;01/09/2025; 092025;T2 RA  BT;436317,04;117805,60;600541,00;Si;0;1035;1388;0;5;0;29;28;0;0,78;31339,44;86157,26
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;2186582;23/02/2026;01/01/2026;01/02/2026; 022026;T2 RA  BT;337229,58;91051,99;465003,00;Si;0;574;1032;0;5;0;11;10;0;0,85;0,00;104604,36
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1918032;26/12/2024;01/11/2024;01/12/2024; 122024;T2 RA  BT;412990,28;111507,38;567453,00;Si;0;1067;1563;0;5;0;20;21;0;0,81;15741,00;60574,86
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1970857;25/03/2025;01/02/2025;01/03/2025; 032025;T2 RA  BT;345043,27;93161,68;475438,00;Si;0;685;1133;0;5;0;18;18;0;0,72;47172,48;64777,47
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;2011945;26/05/2025;01/04/2025;01/05/2025; 052025;T2 RA  BT;479621,13;129497,71;655315,00;Si;0;1151;1788;0;5;0;26;27;0;0,80;26468,16;89069,02
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;2069373;25/08/2025;01/07/2025;01/08/2025; 082025;T2 RA  BT;242094,79;65365,59;337805,00;Si;0;543;658;0;5;0;25;25;0;0,84;1582,80;78977,49
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;2127762;25/11/2025;01/10/2025;01/11/2025; 112025;T2 RA  BT;298382,57;80563,29;416302,00;Si;0;569;865;0;5;0;14;14;0;0,83;3719,58;86157,26
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;2166994;26/01/2026;01/12/2025;01/01/2026; 012026;T2 RA  BT;387984,97;104755,94;492608,00;Si;0;661;1256;0;5;0;10;10;0;0,84;4283,98;104604,36
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1954389;24/02/2025;01/01/2025;01/02/2025; 022025;T2 RA  BT;369600,47;99792,13;106770,00;Si;0;798;1311;0;5;0;18;18;0;0,75;36919,80;60574,86
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;2050824;28/07/2025;01/06/2025;01/07/2025; 072025;T2 RA  BT;212958,41;57498,77;298548,00;Si;0;434;453;0;5;0;14;9;0;0,87;0,00;78977,49
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;2110031;27/10/2025;01/09/2025;01/10/2025; 102025;T2 RA  BT;449237,25;121294,06;620399,00;Si;0;914;1523;0;5;0;18;18;0;0,78;32289,12;86157,26
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;2148012;26/12/2025;01/11/2025;01/12/2025; 122025;T2 RA  BT;373550,13;100858,54;513693,00;Si;0;741;1127;0;5;0;14;14;0;0,83;7077,88;104604,36
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;2206974;26/03/2026;01/02/2026;01/03/2026; 032026;T2 RA  BT;339140,71;91567,99;430889,00;Si;0;575;941;0;5;0;14;15;0;0,85;0,00;109385,14
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1107290;22/02/2021;01/12/2020;01/01/2021; 012021;T2 RA  BT;19209,85;5186,66;27028,00;Si;0;1485;2843;0;15;0;20;19;0;0,88;0,00;402,04
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1127073;26/03/2021;01/02/2021;01/03/2021; 032021;T2 RA  BT;12157,12;3282,42;17440,00;Si;0;653;1017;0;15;0;14;15;0;0,91;0,00;1558,66
1507273;LA AGRICOLA S.A. ,-;LAS MARGARITAS 7470  ;FRAY LUIS BELTRAN;MAIPU;5531;;1476267;26/12/2022;01/11/2022;01/12/2022; 122022;T2 RA  BT;29867,62;8064,26;41499,00;Si;0;800;1057;0;5;0;16;17;0;0,86;0,00;4886,40
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;927629;27/01/2020;01/12/2019;01/01/2020; 012020;T2 RA  BT;231208,29;62426,24;315670,00;Si;0;18540;31000;0;159;0;201;203;0;0,94;3280,90;3537,95
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;943289;27/02/2020;01/01/2020;01/02/2020; 022020;T2 RA  BT;300221,97;81059,93;408876,00;Si;0;20740;47100;0;159;0;201;201;0;0,93;7548,65;3537,95
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;957115;26/03/2020;01/02/2020;01/03/2020; 032020;T2 RA  BT;107971,09;29152,19;150407,00;Si;0;6870;17470;0;159;0;199;199;0;0,93;2685,35;3537,95
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;971532;30/04/2020;01/03/2020;01/04/2020; 042020;T2 RA  BT;197591,88;53349,81;268813,00;Si;0;9460;40220;0;159;0;199;202;0;0,93;5934,00;3537,95
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;986481;29/05/2020;01/04/2020;01/05/2020; 052020;T2 RA  BT;41645,65;11244,33;59326,00;Si;0;2360;6750;0;159;0;198;203;0;0,93;1023,40;3537,95
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1000163;26/06/2020;01/05/2020;01/06/2020; 062020;T2 RA  BT;25475,07;6878,27;35194,00;Si;0;470;5540;0;159;0;166;169;0;0,92;1128,75;3537,95
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1015285;30/07/2020;01/06/2020;01/07/2020; 072020;T2 RA  BT;9870,20;2664,95;13839,00;Si;0;140;1560;0;159;0;122;124;0;0,92;260,15;3537,95
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1028942;28/08/2020;01/07/2020;01/08/2020; 082020;T2 RA  BT;8149,59;2200,39;11271,00;Si;0;170;960;0;159;0;123;154;0;0,92;169,85;3537,95
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1043464;28/09/2020;01/08/2020;01/09/2020; 092020;T2 RA  BT;61444,87;16590,12;84235,00;Si;0;2050;13080;0;159;0;155;160;0;0,94;1004,05;3537,95
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1063089;13/11/2020;01/09/2020;01/10/2020; 102020;T2 RA  BT;122025,64;32946,92;166740,00;Si;0;7350;20390;0;159;0;180;182;0;0,94;1702,80;3537,95
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1071030;27/11/2020;01/10/2020;01/11/2020; 112020;T2 RA  BT;261820,71;70691,59;356224,00;Si;0;17450;40030;0;159;0;179;181;0;0,93;6204,90;3537,95
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1090723;15/01/2021;01/11/2020;01/12/2020; 122020;T2 RA  BT;262986,31;71006,30;359725,00;Si;0;19000;36060;0;159;0;180;181;0;0,92;7894,80;3537,95
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1107297;22/02/2021;01/12/2020;01/01/2021; 012021;T2 RA  BT;361232,05;97532,65;492331,00;Si;0;28130;48690;0;159;0;196;200;0;0,93;10704,85;3537,95
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1113223;01/03/2021;01/01/2021;01/02/2021; 022021;T2 RA  BT;365949,35;98806,33;499471,00;Si;0;20830;46510;0;159;0;200;200;0;0,93;13324,40;5799,68
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1127074;26/03/2021;01/02/2021;01/03/2021; 032021;T2 RA  BT;22966,17;6200,87;37466,00;Si;0;450;2880;0;159;0;123;157;0;0,93;662,97;6234,62
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1140610;26/04/2021;01/03/2021;01/04/2021; 042021;T2 RA  BT;56681,93;15304,12;77734,00;Si;0;2480;6990;0;159;0;156;179;0;0,94;349,57;6234,62
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1154880;27/05/2021;01/04/2021;01/05/2021; 052021;T2 RA  BT;47459,38;12814,03;67487,00;Si;0;1330;7210;0;159;0;121;171;0;0,96;0,00;5809,54
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1169409;28/06/2021;01/05/2021;01/06/2021; 062021;T2 RA  BT;14685,38;3965,05;21957,00;Si;0;10;2120;0;159;0;30;120;0;0,97;0,00;5809,54
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1185026;29/07/2021;01/06/2021;01/07/2021; 072021;T2 RA  BT;15622,94;4218,19;22652,00;Si;0;350;1510;0;159;0;120;163;0;0,97;0,00;5809,54
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1202514;27/08/2021;01/07/2021;01/08/2021; 082021;T2 RA  BT;13181,96;3559,13;19260,00;Si;0;320;960;0;159;0;147;126;0;0,97;0,00;5809,54
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1220357;27/09/2021;01/08/2021;01/09/2021; 092021;T2 RA  BT;113345,90;30603,39;158648,00;Si;0;7180;8210;0;159;0;152;152;0;0,96;0,00;5809,54
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1235933;28/10/2021;01/09/2021;01/10/2021; 102021;T2 RA  BT;191066,65;51588,00;268416,00;Si;0;10960;16040;0;159;0;161;161;0;0,96;0,00;6332,42
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1252794;26/11/2021;01/10/2021;01/11/2021; 112021;T2 RA  BT;64202,38;17334,64;92713,00;Si;0;3090;4690;0;159;0;48;47;0;0,97;0,00;7235,60
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1269011;27/12/2021;01/11/2021;01/12/2021; 122021;T2 RA  BT;307372,83;82990,66;440422,00;Si;0;15900;30940;0;159;0;187;187;0;0,97;0,00;7235,60
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1285214;27/01/2022;01/12/2021;01/01/2022; 012022;T2 RA  BT;208496,29;56294,00;292698,00;Si;0;12040;24200;0;100;0;181;193;0;0,97;0,00;16412,45
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1321111;28/03/2022;01/02/2022;01/03/2022; 032022;T2 RA  BT;217381,78;58693,08;307809,00;Si;0;11620;23720;0;100;0;191;192;0;0,96;0,00;18869,98
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1347437;16/05/2022;01/03/2022;01/04/2022; 042022;T2 RA  BT;155513,44;41988,63;216341,00;Si;0;6510;12940;0;100;0;160;192;0;0,97;0,00;18869,98
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1355418;26/05/2022;01/04/2022;01/05/2022; 052022;T2 RA  BT;152661,10;41218,50;212554,00;Si;0;6060;13470;0;100;0;193;193;0;0,97;0,00;18869,98
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1407321;29/08/2022;01/07/2022;01/08/2022; 082022;T2 RA  BT;39416,40;10642,43;55213,00;Si;0;260;1800;0;100;0;117;117;0;0,97;0,00;21434,08
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1460531;28/11/2022;01/10/2022;01/11/2022; 112022;T2 RA  BT;232181,04;62688,88;320132,00;Si;0;5510;10125;0;159;0;161;186;0;0,97;0,00;21664,56
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1485050;13/01/2023;01/11/2022;01/12/2022; 122022;T2 RA  BT;861441,73;232589,27;1159727,00;Si;0;16796;30670;0;159;0;161;163;0;0,97;0,00;24174,79
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1371984;24/06/2022;01/05/2022;01/06/2022; 062022;T2 RA  BT;39292,10;10608,87;55541,00;Si;0;510;1950;0;100;0;117;117;0;0,97;0,00;19945,25
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1398816;16/08/2022;01/06/2022;01/07/2022; 072022;T2 RA  BT;40623,11;10968,24;56829,00;Si;0;520;1540;0;100;0;146;146;0;0,97;0,00;21434,08
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1425771;29/09/2022;01/08/2022;01/09/2022; 092022;T2 RA  BT;130033,75;35109,11;183470,00;Si;0;3750;8500;0;100;0;157;186;0;0,97;0,00;21434,08
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1449364;14/11/2022;01/09/2022;01/10/2022; 102022;T2 RA  BT;651251,31;175837,85;902259,00;Si;0;19070;35660;0;100;0;193;194;0;0,97;0,00;21664,56
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1505885;16/02/2023;01/12/2022;01/01/2023; 012023;T2 RA  BT;1390169,76;375345,84;1878738,00;Si;0;29198;48797;0;159;0;194;193;0;0,96;0,00;27457,40
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1521811;16/03/2023;01/01/2023;01/02/2023; 022023;T2 RA  BT;1205887,76;325589,70;1629604,00;Si;0;25617;41110;0;159;0;193;193;0;0,97;0,00;27457,40
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1529362;27/03/2023;01/02/2023;01/03/2023; 032023;T2 RA  BT;1304601,46;352242,39;1760327,00;Si;0;21340;37442;0;159;0;170;173;0;0,97;0,00;27457,40
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1556713;15/05/2023;01/03/2023;01/04/2023; 042023;T2 RA  BT;572854,57;154670,73;772777,00;Si;0;9815;12915;0;159;0;150;150;0;0,97;0,00;27457,40
1507987;LA AGRICOLA S.A. ,-;LEOPOLDO SUAREZ 0  ;LA CONSULTA;SAN CARLOS;5567;A 30 MTS DE CALLE MALVINAS ARGENTINAS AL OESTE;1577505;15/06/2023;01/04/2023;01/05/2023; 052023;T2 RA  BT;297406,27;80299,69;401720,00;Si;0;3789;8322;0;159;0;150;151;0;0,97;0,00;29515,86
